year,state,district,crop,season,soil_type,irrigation,seed_variety,area,rainfall,temperature,fertilizer,pesticide,production,yield
2015,Odisha,Nayagarh,Groundnut,Rabi,Mixed Red & Yellow,Canal,Local,3.04,106.0,22.945,2342136.925,4996.15,15482.5,2155.0
2015,Odisha,Nayagarh,Groundnut,Zaid,Mixed Red & Yellow,Tubewell,Local,1.51,249.0,22.945,2342136.925,4996.15,15482.5,2559.0
2015,Odisha,Nayagarh,Maize,Kharif,Lateritic,Canal,Local,1.1,1112.0,22.945,2342136.925,4996.15,15482.5,4382.0
2015,Odisha,Nayagarh,Maize,Rabi,Lateritic,Canal,Local,3.62,157.0,22.945,2342136.925,4996.15,15482.5,3461.0
2015,Odisha,Nayagarh,Maize,Zaid,Lateritic,Tubewell,Hybrid,2.23,212.0,22.945,2342136.925,4996.15,15482.5,4415.0
2015,Odisha,Nayagarh,Mung,Kharif,Mixed Red & Yellow,Tubewell,Hybrid,2.8,1074.0,22.945,2342136.925,4996.15,15482.5,899.0
2015,Odisha,Nayagarh,Mung,Rabi,Lateritic,Canal,Local,4.2,234.0,22.945,2342136.925,4996.15,15482.5,1121.0
2015,Odisha,Nayagarh,Mung,Zaid,Mixed Red & Yellow,Canal,Local,0.96,242.0,22.945,2342136.925,4996.15,15482.5,1112.0
2015,Odisha,Nayagarh,Rice,Kharif,Mixed Red & Yellow,Canal,Local,1.34,1268.0,22.945,2342136.925,4996.15,15482.5,3583.0
2015,Odisha,Nayagarh,Rice,Rabi,Lateritic,Tubewell,Local,2.25,79.0,22.945,2342136.925,4996.15,15482.5,3326.0
2015,Odisha,Nayagarh,Rice,Zaid,Mixed Red & Yellow,Tubewell,Hybrid,3.28,230.0,22.945,2342136.925,4996.15,15482.5,3774.0
2015,Odisha,Nayagarh,Sugarcane,Kharif,Mixed Red & Yellow,Canal,Hybrid,3.27,1011.0,22.945,2342136.925,4996.15,15482.5,67732.0
2015,Odisha,Nayagarh,Sugarcane,Rabi,Lateritic,Canal,Hybrid,1.76,132.0,22.945,2342136.925,4996.15,15482.5,82194.0
2015,Odisha,Nayagarh,Turmeric,Kharif,Mixed Red & Yellow,Canal,Local,1.7,1495.0,22.945,2342136.925,4996.15,15482.5,6644.0
2015,Odisha,Nayagarh,Turmeric,Rabi,Lateritic,Tubewell,Hybrid,4.63,271.0,22.945,2342136.925,4996.15,15482.5,5279.0
2015,Odisha,Nayagarh,Wheat,Kharif,Mixed Red & Yellow,Tubewell,Local,1.25,991.0,22.945,2342136.925,4996.15,15482.5,4261.0
2015,Odisha,Nayagarh,Wheat,Rabi,Mixed Red & Yellow,Canal,Local,0.74,52.0,22.945,2342136.925,4996.15,15482.5,3378.0
2015,Odisha,Nayagarh,Wheat,Zaid,Lateritic,Canal,Local,4.17,179.0,22.945,2342136.925,4996.15,15482.5,3508.0
2015,Odisha,Nuapada,Cotton,Kharif,Black Soil,Tubewell,Local,3.17,1255.0,22.945,2342136.925,4996.15,15482.5,1460.0
2015,Odisha,Nuapada,Cotton,Rabi,Black Soil,Tubewell,Hybrid,2.05,270.0,22.945,2342136.925,4996.15,15482.5,1462.0
2015,Odisha,Nuapada,Groundnut,Kharif,Black Soil,Tubewell,Hybrid,3.93,1441.0,22.945,2342136.925,4996.15,15482.5,2137.0
2015,Odisha,Nuapada,Groundnut,Rabi,Red Soil,Tubewell,Local,4.68,166.0,22.945,2342136.925,4996.15,15482.5,1954.0
2015,Odisha,Nuapada,Groundnut,Zaid,Black Soil,Lift,Hybrid,4.98,275.0,22.945,2342136.925,4996.15,15482.5,1616.0
2015,Odisha,Nuapada,Maize,Kharif,Black Soil,Lift,Local,3.35,895.0,22.945,2342136.925,4996.15,15482.5,2941.0
2015,Odisha,Nuapada,Maize,Rabi,Red Soil,Lift,Hybrid,4.71,293.0,22.945,2342136.925,4996.15,15482.5,3962.0
2015,Odisha,Nuapada,Maize,Zaid,Red Soil,Tubewell,Hybrid,0.51,237.0,22.945,2342136.925,4996.15,15482.5,4464.0
2015,Odisha,Nuapada,Mung,Kharif,Black Soil,Tubewell,Hybrid,0.92,884.0,22.945,2342136.925,4996.15,15482.5,1057.0
2015,Odisha,Nuapada,Mung,Rabi,Red Soil,Lift,Hybrid,2.28,229.0,22.945,2342136.925,4996.15,15482.5,903.0
2015,Odisha,Nuapada,Mung,Zaid,Red Soil,Tubewell,Local,0.91,104.0,22.945,2342136.925,4996.15,15482.5,843.0
2015,Odisha,Nuapada,Rice,Kharif,Black Soil,Tubewell,Local,1.16,1053.0,22.945,2342136.925,4996.15,15482.5,3123.0
2015,Odisha,Nuapada,Rice,Zaid,Red Soil,Lift,Hybrid,3.1,156.0,22.945,2342136.925,4996.15,15482.5,2047.0
2015,Odisha,Nuapada,Sugarcane,Kharif,Black Soil,Lift,Local,0.82,904.0,22.945,2342136.925,4996.15,15482.5,79340.0
2015,Odisha,Nuapada,Sugarcane,Rabi,Black Soil,Lift,Hybrid,4.46,248.0,22.945,2342136.925,4996.15,15482.5,66612.0
2015,Odisha,Nuapada,Turmeric,Kharif,Red Soil,Lift,Hybrid,2.89,1465.0,22.945,2342136.925,4996.15,15482.5,4092.0
2015,Odisha,Nuapada,Turmeric,Rabi,Red Soil,Lift,Local,3.75,88.0,22.945,2342136.925,4996.15,15482.5,4585.0
2015,Odisha,Nuapada,Wheat,Kharif,Red Soil,Lift,Hybrid,3.49,864.0,22.945,2342136.925,4996.15,15482.5,2680.0
2015,Odisha,Nuapada,Wheat,Rabi,Black Soil,Lift,Hybrid,4.86,176.0,22.945,2342136.925,4996.15,15482.5,3355.0
2015,Odisha,Nuapada,Wheat,Zaid,Red Soil,Tubewell,Local,2.02,194.0,22.945,2342136.925,4996.15,15482.5,3954.0
2015,Odisha,Puri,Cotton,Kharif,Alluvial,Tubewell,HYV,4.66,1426.0,22.945,2342136.925,4996.15,15482.5,1114.0
2015,Odisha,Puri,Cotton,Rabi,Alluvial,Canal,HYV,3.5,94.0,22.945,2342136.925,4996.15,15482.5,2170.0
2015,Odisha,Puri,Groundnut,Kharif,Coastal Sandy,Tubewell,Hybrid,0.8,840.0,22.945,2342136.925,4996.15,15482.5,2413.0
2015,Odisha,Puri,Groundnut,Rabi,Alluvial,Drip,HYV,1.79,246.0,22.945,2342136.925,4996.15,15482.5,2010.0
2015,Odisha,Puri,Groundnut,Zaid,Coastal Sandy,Canal,HYV,2.31,187.0,22.945,2342136.925,4996.15,15482.5,2166.0
2015,Odisha,Puri,Maize,Kharif,Coastal Sandy,Tubewell,Local,3.2,1091.0,22.945,2342136.925,4996.15,15482.5,4198.0
2015,Odisha,Puri,Maize,Rabi,Saline,Drip,Hybrid,2.83,241.0,22.945,2342136.925,4996.15,15482.5,3158.0
2015,Odisha,Puri,Maize,Zaid,Coastal Sandy,Tubewell,Local,0.75,294.0,22.945,2342136.925,4996.15,15482.5,4848.0
2015,Odisha,Puri,Mung,Kharif,Alluvial,Tubewell,Hybrid,0.88,1008.0,22.945,2342136.925,4996.15,15482.5,1097.0
2015,Odisha,Puri,Mung,Rabi,Alluvial,Drip,HYV,3.14,216.0,22.945,2342136.925,4996.15,15482.5,1250.0
2015,Odisha,Puri,Mung,Zaid,Alluvial,Drip,Hybrid,2.47,111.0,22.945,2342136.925,4996.15,15482.5,1192.0
2015,Odisha,Puri,Rice,Kharif,Saline,Tubewell,Hybrid,0.89,926.0,22.945,2342136.925,4996.15,15482.5,2236.0
2015,Odisha,Puri,Rice,Zaid,Coastal Sandy,Tubewell,Local,1.92,120.0,22.945,2342136.925,4996.15,15482.5,2961.0
2015,Odisha,Puri,Sugarcane,Kharif,Saline,Drip,HYV,1.12,1308.0,22.945,2342136.925,4996.15,15482.5,80086.0
2015,Odisha,Puri,Sugarcane,Rabi,Saline,Canal,HYV,2.17,273.0,22.945,2342136.925,4996.15,15482.5,88037.0
2015,Odisha,Puri,Turmeric,Kharif,Coastal Sandy,Canal,HYV,2.01,1336.0,22.945,2342136.925,4996.15,15482.5,5426.0
2015,Odisha,Puri,Turmeric,Rabi,Alluvial,Tubewell,HYV,4.89,177.0,22.945,2342136.925,4996.15,15482.5,5450.0
2015,Odisha,Puri,Wheat,Kharif,Coastal Sandy,Tubewell,HYV,1.01,1408.0,22.945,2342136.925,4996.15,15482.5,3245.0
2015,Odisha,Puri,Wheat,Rabi,Saline,Tubewell,Local,4.7,270.0,22.945,2342136.925,4996.15,15482.5,3473.0
2015,Odisha,Puri,Wheat,Zaid,Saline,Canal,HYV,2.96,170.0,22.945,2342136.925,4996.15,15482.5,3171.0
2015,Odisha,Rayagada,Cotton,Kharif,Red Soil,None,Local,4.53,886.0,22.945,2342136.925,4996.15,15482.5,1463.0
2015,Odisha,Rayagada,Cotton,Rabi,Red Soil,Lift,Local,1.1,69.0,22.945,2342136.925,4996.15,15482.5,2233.0
2015,Odisha,Rayagada,Groundnut,Kharif,Red Soil,None,Local,2.16,1000.0,22.945,2342136.925,4996.15,15482.5,2693.0
2015,Odisha,Rayagada,Groundnut,Rabi,Red Soil,None,Local,0.53,109.0,22.945,2342136.925,4996.15,15482.5,2163.0
2015,Odisha,Rayagada,Groundnut,Zaid,Lateritic,Lift,Local,4.28,293.0,22.945,2342136.925,4996.15,15482.5,3093.0
2015,Odisha,Rayagada,Maize,Kharif,Lateritic,Lift,Local,4.11,1471.0,22.945,2342136.925,4996.15,15482.5,5004.0
2015,Odisha,Rayagada,Maize,Rabi,Red Soil,None,Local,1.62,131.0,22.945,2342136.925,4996.15,15482.5,4055.0
2015,Odisha,Rayagada,Maize,Zaid,Red Soil,Lift,Local,2.18,280.0,22.945,2342136.925,4996.15,15482.5,4705.0
2015,Odisha,Rayagada,Mung,Kharif,Red Soil,None,Local,2.19,1114.0,22.945,2342136.925,4996.15,15482.5,1343.0
2015,Odisha,Rayagada,Mung,Rabi,Lateritic,Lift,Local,4.92,296.0,22.945,2342136.925,4996.15,15482.5,927.0
2015,Odisha,Rayagada,Mung,Zaid,Lateritic,None,Local,1.76,109.0,22.945,2342136.925,4996.15,15482.5,820.0
2015,Odisha,Rayagada,Rice,Kharif,Red Soil,Lift,Local,2.75,1176.0,22.945,2342136.925,4996.15,15482.5,2931.0
2015,Odisha,Rayagada,Rice,Rabi,Lateritic,None,Local,3.83,269.0,22.945,2342136.925,4996.15,15482.5,2222.0
2015,Odisha,Rayagada,Rice,Zaid,Lateritic,None,Local,2.62,88.0,22.945,2342136.925,4996.15,15482.5,2291.0
2015,Odisha,Rayagada,Sugarcane,Kharif,Red Soil,Lift,Local,3.48,1098.0,22.945,2342136.925,4996.15,15482.5,90297.0
2015,Odisha,Rayagada,Sugarcane,Rabi,Red Soil,None,Local,3.65,131.0,22.945,2342136.925,4996.15,15482.5,91231.0
2015,Odisha,Rayagada,Turmeric,Kharif,Red Soil,Lift,Local,0.84,1398.0,22.945,2342136.925,4996.15,15482.5,3807.0
2015,Odisha,Rayagada,Turmeric,Rabi,Lateritic,None,Local,1.24,154.0,22.945,2342136.925,4996.15,15482.5,3761.0
2015,Odisha,Rayagada,Wheat,Kharif,Lateritic,None,Local,4.12,1210.0,22.945,2342136.925,4996.15,15482.5,3044.0
2015,Odisha,Rayagada,Wheat,Rabi,Red Soil,None,Local,3.98,72.0,22.945,2342136.925,4996.15,15482.5,2423.0
2015,Odisha,Rayagada,Wheat,Zaid,Red Soil,Lift,Local,2.16,250.0,22.945,2342136.925,4996.15,15482.5,2593.0
2015,Odisha,Sambalpur,Cotton,Kharif,Lateritic,Tubewell,Local,1.72,1411.0,22.945,2342136.925,4996.15,15482.5,1538.0
2015,Odisha,Sambalpur,Cotton,Rabi,Lateritic,Canal,Hybrid,0.76,185.0,22.945,2342136.925,4996.15,15482.5,2090.0
2015,Odisha,Sambalpur,Groundnut,Kharif,Lateritic,Tubewell,Hybrid,2.22,1162.0,22.945,2342136.925,4996.15,15482.5,1549.0
2015,Odisha,Sambalpur,Groundnut,Rabi,Mixed Red & Yellow,Tubewell,Hybrid,1.76,58.0,22.945,2342136.925,4996.15,15482.5,2769.0
2015,Odisha,Sambalpur,Groundnut,Zaid,Lateritic,Canal,Local,1.83,190.0,22.945,2342136.925,4996.15,15482.5,2847.0
2015,Odisha,Sambalpur,Maize,Kharif,Mixed Red & Yellow,Canal,Local,4.35,1363.0,22.945,2342136.925,4996.15,15482.5,4630.0
2015,Odisha,Sambalpur,Maize,Rabi,Mixed Red & Yellow,Tubewell,Local,0.96,81.0,22.945,2342136.925,4996.15,15482.5,4955.0
2015,Odisha,Sambalpur,Maize,Zaid,Mixed Red & Yellow,Canal,Hybrid,1.09,145.0,22.945,2342136.925,4996.15,15482.5,3620.0
2015,Odisha,Sambalpur,Mung,Kharif,Mixed Red & Yellow,Tubewell,Hybrid,1.76,1004.0,22.945,2342136.925,4996.15,15482.5,862.0
2015,Odisha,Sambalpur,Mung,Rabi,Mixed Red & Yellow,Tubewell,Local,4.97,54.0,22.945,2342136.925,4996.15,15482.5,1317.0
2015,Odisha,Sambalpur,Mung,Zaid,Mixed Red & Yellow,Canal,Hybrid,2.95,283.0,22.945,2342136.925,4996.15,15482.5,1007.0
2015,Odisha,Sambalpur,Rice,Kharif,Lateritic,Tubewell,Hybrid,2.53,922.0,22.945,2342136.925,4996.15,15482.5,2719.0
2015,Odisha,Sambalpur,Rice,Rabi,Mixed Red & Yellow,Canal,Local,4.26,73.0,22.945,2342136.925,4996.15,15482.5,3129.0
2015,Odisha,Sambalpur,Rice,Zaid,Lateritic,Tubewell,Local,2.81,116.0,22.945,2342136.925,4996.15,15482.5,3633.0
2015,Odisha,Sambalpur,Sugarcane,Kharif,Mixed Red & Yellow,Canal,Hybrid,0.95,1072.0,22.945,2342136.925,4996.15,15482.5,81670.0
2015,Odisha,Sambalpur,Sugarcane,Rabi,Lateritic,Canal,Local,3.09,149.0,22.945,2342136.925,4996.15,15482.5,106409.0
2015,Odisha,Sambalpur,Turmeric,Kharif,Lateritic,Tubewell,Local,1.56,1167.0,22.945,2342136.925,4996.15,15482.5,4537.0
2015,Odisha,Sambalpur,Turmeric,Rabi,Lateritic,Canal,Hybrid,3.65,194.0,22.945,2342136.925,4996.15,15482.5,8110.0
2015,Odisha,Sambalpur,Wheat,Kharif,Lateritic,Canal,Hybrid,0.6,1461.0,22.945,2342136.925,4996.15,15482.5,2434.0
2015,Odisha,Sambalpur,Wheat,Rabi,Lateritic,Tubewell,Local,4.57,134.0,22.945,2342136.925,4996.15,15482.5,3553.0
2015,Odisha,Sambalpur,Wheat,Zaid,Mixed Red & Yellow,Canal,Local,0.73,160.0,22.945,2342136.925,4996.15,15482.5,3992.0
2015,Odisha,Sonepur,Cotton,Kharif,Red Soil,Canal,Hybrid,4.05,1030.0,22.945,2342136.925,4996.15,15482.5,1708.0
2015,Odisha,Sonepur,Cotton,Rabi,Red Soil,Tubewell,Hybrid,4.1,55.0,22.945,2342136.925,4996.15,15482.5,990.0
2015,Odisha,Sonepur,Groundnut,Kharif,Black Soil,Tubewell,Hybrid,0.65,1426.0,22.945,2342136.925,4996.15,15482.5,2411.0
2015,Odisha,Sonepur,Groundnut,Rabi,Black Soil,Canal,Hybrid,1.13,110.0,22.945,2342136.925,4996.15,15482.5,2933.0
2015,Odisha,Sonepur,Groundnut,Zaid,Red Soil,Canal,Hybrid,3.36,260.0,22.945,2342136.925,4996.15,15482.5,2460.0
2015,Odisha,Sonepur,Maize,Kharif,Black Soil,Canal,Hybrid,1.16,945.0,22.945,2342136.925,4996.15,15482.5,4203.0
2015,Odisha,Sonepur,Maize,Rabi,Black Soil,Canal,Hybrid,2.18,151.0,22.945,2342136.925,4996.15,15482.5,3397.0
2015,Odisha,Sonepur,Maize,Zaid,Red Soil,Tubewell,Local,1.86,90.0,22.945,2342136.925,4996.15,15482.5,4395.0
2015,Odisha,Sonepur,Mung,Kharif,Red Soil,Tubewell,Hybrid,1.69,869.0,22.945,2342136.925,4996.15,15482.5,710.0
2015,Odisha,Sonepur,Mung,Rabi,Black Soil,Tubewell,Hybrid,3.74,162.0,22.945,2342136.925,4996.15,15482.5,829.0
2015,Odisha,Sonepur,Mung,Zaid,Black Soil,Tubewell,Hybrid,2.72,189.0,22.945,2342136.925,4996.15,15482.5,975.0
2015,Odisha,Sonepur,Rice,Kharif,Black Soil,Canal,Hybrid,2.94,838.0,22.945,2342136.925,4996.15,15482.5,3425.0
2015,Odisha,Sonepur,Rice,Rabi,Red Soil,Tubewell,Hybrid,2.87,284.0,22.945,2342136.925,4996.15,15482.5,2550.0
2015,Odisha,Sonepur,Rice,Zaid,Black Soil,Tubewell,Local,2.03,255.0,22.945,2342136.925,4996.15,15482.5,2935.0
2015,Odisha,Sonepur,Sugarcane,Kharif,Red Soil,Tubewell,Local,0.83,1184.0,22.945,2342136.925,4996.15,15482.5,70280.0
2015,Odisha,Sonepur,Sugarcane,Rabi,Red Soil,Canal,Hybrid,4.74,136.0,22.945,2342136.925,4996.15,15482.5,122630.0
2015,Odisha,Sonepur,Turmeric,Kharif,Red Soil,Canal,Hybrid,0.64,968.0,22.945,2342136.925,4996.15,15482.5,5890.0
2015,Odisha,Sonepur,Turmeric,Rabi,Red Soil,Tubewell,Hybrid,0.74,299.0,22.945,2342136.925,4996.15,15482.5,3949.0
2015,Odisha,Sonepur,Wheat,Kharif,Black Soil,Tubewell,Local,1.93,1375.0,22.945,2342136.925,4996.15,15482.5,3271.0
2015,Odisha,Sonepur,Wheat,Rabi,Red Soil,Canal,Hybrid,3.49,146.0,22.945,2342136.925,4996.15,15482.5,4182.0
2015,Odisha,Sonepur,Wheat,Zaid,Black Soil,Tubewell,Local,1.3,229.0,22.945,2342136.925,4996.15,15482.5,2857.0
2015,Odisha,Sundargarh,Cotton,Kharif,Mixed Red & Yellow,Tubewell,Hybrid,3.0,1082.0,22.945,2342136.925,4996.15,15482.5,1541.0
2015,Odisha,Sundargarh,Cotton,Rabi,Mixed Red & Yellow,Tubewell,Local,4.04,183.0,22.945,2342136.925,4996.15,15482.5,1294.0
2015,Odisha,Sundargarh,Groundnut,Autumn,Mixed Red & Yellow,Tubewell,Hybrid,16983.0,1210.1,22.99,2681785.53,5604.39,13595.0,0.985
2015,Odisha,Sundargarh,Groundnut,Kharif,Mixed Red & Yellow,Tubewell,Local,0.77,1335.0,22.945,2342136.925,4996.15,15482.5,2825.0
2015,Odisha,Sundargarh,Groundnut,Rabi,Lateritic,Lift,Local,4.47,70.0,22.945,2342136.925,4996.15,15482.5,1965.0
2015,Odisha,Sundargarh,Groundnut,Summer,Lateritic,Tubewell,Hybrid,32819.0,1210.1,26.29,5182448.29,10830.27,40760.0,1.242758621
2015,Odisha,Sundargarh,Groundnut,Winter,Lateritic,Tubewell,Hybrid,1404.0,1210.1,21.07666667,221705.64,463.32,1812.0,1.170833333
2015,Odisha,Sundargarh,Groundnut,Zaid,Lateritic,Tubewell,Hybrid,3.07,196.0,22.945,2342136.925,4996.15,15482.5,2736.0
2015,Odisha,Sundargarh,Horse-Gram,Summer,Mixed Red & Yellow,Tubewell,Local,156.0,1210.1,26.29,24633.96,51.48,27.0,0.18
2015,Odisha,Sundargarh,Horse-Gram,Winter,Lateritic,Lift,Hybrid,33206.0,1210.1,21.07666667,5243559.46,10957.98,9416.0,0.356551724
2015,Odisha,Sundargarh,Jute,Autumn,Lateritic,Tubewell,Hybrid,1204.0,1210.1,22.99,190123.64,397.32,2617.0,1.901666667
2015,Odisha,Sundargarh,Maize,Autumn,Mixed Red & Yellow,Lift,Hybrid,52843.0,1210.1,22.99,8344438.13,17438.19,103999.0,1.629130435
2015,Odisha,Sundargarh,Maize,Kharif,Mixed Red & Yellow,Tubewell,Local,0.94,1453.0,22.945,2342136.925,4996.15,15482.5,2845.0
2015,Odisha,Sundargarh,Maize,Rabi,Lateritic,Tubewell,Local,4.3,151.0,22.945,2342136.925,4996.15,15482.5,4292.0
2015,Odisha,Sundargarh,Maize,Summer,Lateritic,Tubewell,Local,2489.0,1210.1,26.29,393037.99,821.37,6521.0,1.936111111
2015,Odisha,Sundargarh,Maize,Winter,Lateritic,Tubewell,Local,255.0,1210.1,21.07666667,40267.05,84.15,458.0,2.528
2015,Odisha,Sundargarh,Maize,Zaid,Lateritic,Lift,Local,1.69,149.0,22.945,2342136.925,4996.15,15482.5,3440.0
2015,Odisha,Sundargarh,Moong(Green Gram),Autumn,Lateritic,Tubewell,Hybrid,19391.0,1210.1,22.99,3062032.81,6399.03,4715.0,0.231111111
2015,Odisha,Sundargarh,Moong(Green Gram),Summer,Mixed Red & Yellow,Lift,Local,200039.0,1210.1,26.29,31588158.49,66012.87,65014.0,0.332413793
2015,Odisha,Sundargarh,Moong(Green Gram),Winter,Mixed Red & Yellow,Tubewell,Hybrid,70356.0,1210.1,21.07666667,11109915.96,23217.48,15494.0,0.249545455
2015,Odisha,Sundargarh,Mung,Kharif,Lateritic,Tubewell,Local,4.77,971.0,22.945,2342136.925,4996.15,15482.5,1024.0
2015,Odisha,Sundargarh,Mung,Rabi,Lateritic,Tubewell,Hybrid,0.69,224.0,22.945,2342136.925,4996.15,15482.5,838.0
2015,Odisha,Sundargarh,Mung,Zaid,Lateritic,Tubewell,Hybrid,1.17,131.0,22.945,2342136.925,4996.15,15482.5,1131.0
2015,Odisha,Sundargarh,Potato,Winter,Lateritic,Lift,Hybrid,5626.0,1210.1,21.07666667,888401.66,1856.58,57236.0,9.88962963
2015,Odisha,Sundargarh,Ragi,Autumn,Mixed Red & Yellow,Lift,Local,14230.0,1210.1,22.99,2247059.3,4695.9,8780.0,0.597857143
2015,Odisha,Sundargarh,Ragi,Summer,Lateritic,Lift,Local,297.0,1210.1,26.29,46899.27,98.01,265.0,0.782857143
2015,Odisha,Sundargarh,Ragi,Winter,Mixed Red & Yellow,Lift,Local,31166.0,1210.1,21.07666667,4921423.06,10284.78,19281.0,0.533
2015,Odisha,Sundargarh,Rapeseed &Mustard,Winter,Mixed Red & Yellow,Lift,Local,7308.0,1210.1,21.07666667,1154006.28,2411.64,1497.0,0.206785714
2015,Odisha,Sundargarh,Rice,Autumn,Mixed Red & Yellow,Tubewell,Local,541000.0,1210.1,22.99,85429310.0,178530.0,390000.0,0.864583333
2015,Odisha,Sundargarh,Rice,Kharif,Lateritic,Tubewell,Local,2.99,1353.0,22.945,2342136.925,4996.15,15482.5,3721.0
2015,Odisha,Sundargarh,Rice,Rabi,Mixed Red & Yellow,Tubewell,Hybrid,0.93,190.0,22.945,2342136.925,4996.15,15482.5,2903.0
2015,Odisha,Sundargarh,Rice,Summer,Lateritic,Tubewell,Hybrid,234000.0,1210.1,26.29,36950940.0,77220.0,782000.0,2.619090909
2015,Odisha,Sundargarh,Rice,Winter,Lateritic,Lift,Hybrid,3167000.0,1210.1,21.07666667,500100970.0,1045110.0,4702000.0,1.417666667
2015,Odisha,Sundargarh,Rice,Zaid,Lateritic,Tubewell,Hybrid,2.12,125.0,22.945,2342136.925,4996.15,15482.5,2690.0
2015,Odisha,Sundargarh,Sesamum,Autumn,Mixed Red & Yellow,Tubewell,Local,2959.0,1210.1,22.99,467255.69,976.47,623.0,0.258
2015,Odisha,Sundargarh,Sesamum,Summer,Mixed Red & Yellow,Lift,Hybrid,4633.0,1210.1,26.29,731597.03,1528.89,1219.0,0.309047619
2015,Odisha,Sundargarh,Sesamum,Winter,Mixed Red & Yellow,Tubewell,Local,12434.0,1210.1,21.07666667,1963452.94,4103.22,2300.0,0.182
2015,Odisha,Sundargarh,Sugarcane,Kharif,Lateritic,Lift,Hybrid,1.17,1396.0,22.945,2342136.925,4996.15,15482.5,92254.0
2015,Odisha,Sundargarh,Sugarcane,Rabi,Mixed Red & Yellow,Tubewell,Hybrid,4.01,272.0,22.945,2342136.925,4996.15,15482.5,97036.0
2015,Odisha,Sundargarh,Sugarcane,Winter,Lateritic,Lift,Hybrid,8962.0,1210.1,21.07666667,1415189.42,2957.46,577158.0,58.85428571
2015,Odisha,Sundargarh,Turmeric,Kharif,Mixed Red & Yellow,Tubewell,Hybrid,1.69,1385.0,22.945,2342136.925,4996.15,15482.5,6257.0
2015,Odisha,Sundargarh,Turmeric,Rabi,Lateritic,Tubewell,Local,1.27,208.0,22.945,2342136.925,4996.15,15482.5,4038.0
2015,Odisha,Sundargarh,Urad,Autumn,Mixed Red & Yellow,Lift,Hybrid,20281.0,1210.1,22.99,3202572.71,6692.73,5005.0,0.282142857
2015,Odisha,Sundargarh,Urad,Summer,Mixed Red & Yellow,Lift,Hybrid,7564.0,1210.1,26.29,1194431.24,2496.12,3170.0,0.388
2015,Odisha,Sundargarh,Urad,Winter,Lateritic,Lift,Local,46473.0,1210.1,21.07666667,7338551.43,15336.09,16207.0,0.311481481
2015,Odisha,Sundargarh,Wheat,Kharif,Mixed Red & Yellow,Tubewell,Local,2.16,1069.0,22.945,2342136.925,4996.15,15482.5,3801.0
2015,Odisha,Sundargarh,Wheat,Rabi,Lateritic,Tubewell,Local,1.52,65.0,22.945,2342136.925,4996.15,15482.5,2768.0
2015,Odisha,Sundargarh,Wheat,Summer,Mixed Red & Yellow,Tubewell,Local,367.0,1210.1,26.29,57952.97,121.11,494.0,1.2675
2015,Odisha,Sundargarh,Wheat,Zaid,Lateritic,Tubewell,Hybrid,3.51,155.0,22.945,2342136.925,4996.15,15482.5,4037.0
2016,Odisha,Angul,Cotton,Kharif,Lateritic,Canal,Local,1.64,1112.0,22.945,2342136.925,4996.15,15482.5,1728.0
2016,Odisha,Angul,Cotton,Rabi,Red Soil,Lift,Hybrid,4.33,105.0,22.945,2342136.925,4996.15,15482.5,1308.0
2016,Odisha,Angul,Groundnut,Kharif,Red Soil,Lift,Local,4.21,1450.0,22.945,2342136.925,4996.15,15482.5,2487.0
2016,Odisha,Angul,Groundnut,Rabi,Lateritic,Canal,Local,2.18,95.0,22.945,2342136.925,4996.15,15482.5,2035.0
2016,Odisha,Angul,Groundnut,Zaid,Lateritic,Canal,Local,1.24,241.0,22.945,2342136.925,4996.15,15482.5,2546.0
2016,Odisha,Angul,Maize,Kharif,Red Soil,Lift,Local,4.88,1128.0,22.945,2342136.925,4996.15,15482.5,4069.0
2016,Odisha,Angul,Maize,Rabi,Lateritic,Canal,Hybrid,3.4,104.0,22.945,2342136.925,4996.15,15482.5,3262.0
2016,Odisha,Angul,Maize,Zaid,Red Soil,Canal,Local,4.4,181.0,22.945,2342136.925,4996.15,15482.5,3617.0
2016,Odisha,Angul,Mung,Kharif,Lateritic,Lift,Hybrid,2.24,1385.0,22.945,2342136.925,4996.15,15482.5,719.0
2016,Odisha,Angul,Mung,Rabi,Red Soil,Canal,Hybrid,1.51,216.0,22.945,2342136.925,4996.15,15482.5,1094.0
2016,Odisha,Angul,Mung,Zaid,Red Soil,Lift,Hybrid,0.54,215.0,22.945,2342136.925,4996.15,15482.5,1359.0
2016,Odisha,Angul,Rice,Kharif,Lateritic,Canal,Hybrid,2.28,1043.0,22.945,2342136.925,4996.15,15482.5,3185.0
2016,Odisha,Angul,Rice,Rabi,Lateritic,Canal,Local,0.59,127.0,22.945,2342136.925,4996.15,15482.5,3463.0
2016,Odisha,Angul,Rice,Zaid,Lateritic,Tubewell,Hybrid,4.36,298.0,22.945,2342136.925,4996.15,15482.5,3641.0
2016,Odisha,Angul,Sugarcane,Kharif,Red Soil,Tubewell,Hybrid,2.84,1398.0,22.945,2342136.925,4996.15,15482.5,92689.0
2016,Odisha,Angul,Sugarcane,Rabi,Red Soil,Tubewell,Hybrid,5.0,264.0,22.945,2342136.925,4996.15,15482.5,101882.0
2016,Odisha,Angul,Turmeric,Kharif,Red Soil,Lift,Local,3.58,1144.0,22.945,2342136.925,4996.15,15482.5,5489.0
